title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,day_of_week,quarter,magnitude_from_title,city,location_country,magnitude_category,depth_category,seismic_energy,alert_level,distance_from_equator,time_of_day,season,magnitude_depth_ratio,is_coastal
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,2002-01-03 10:17:00,0,6,unknown,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,"Port-Vila, Vanuatu",Unknown,Vanuatu,2002,1,3,10,3,1,6.6,Port-Vila,Vanuatu,Great,Very Shallow,501187233627271.44,unknown,17.664,Morning,Winter,0.6599999999999999,True
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,2002-01-02 17:22:00,0,6,unknown,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,"Port-Vila, Vanuatu",Unknown,Vanuatu,2002,1,2,17,2,1,7.2,Port-Vila,Vanuatu,Severe,Very Shallow,3981071705534985.5,unknown,17.6,Afternoon,Winter,0.34285714285714286,True
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,2001-12-23 22:52:00,0,7,unknown,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,"Malango, Solomon Islands",Unknown,Solomon Islands,2001,12,23,22,6,4,6.8,Malango,Solomon Islands,Great,Very Shallow,1000000000000000.0,unknown,9.613,Evening,Fall,0.425,True
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,2001-12-18 04:02:00,0,5,unknown,0,711,us,499,0.0,0.0,mwc,14.0,23.954,122.734,"Yonakuni, Japan",Unknown,Japan,2001,12,18,4,1,4,6.8,Yonakuni,Japan,Great,Very Shallow,1000000000000000.0,unknown,23.954,Night,Fall,0.4857142857142857,True
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,2001-12-02 13:01:00,0,5,unknown,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Asia,Japan,2001,12,2,13,6,4,6.5,Hanamaki,Japan,Major,Shallow,354813389233576.06,unknown,39.402,Afternoon,Fall,0.05250403877221325,False
"M 7.8 - Southern Qinghai, China",7.8,2001-11-14 09:26:00,0,9,unknown,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,"Southern Qinghai, China",Asia,People's Republic of China,2001,11,14,9,2,4,7.8,Southern Qinghai,China,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,35.946,Morning,Fall,0.78,True
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,2001-10-31 09:10:00,0,7,unknown,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,"Kimbe, Papua New Guinea",Unknown,Papua New Guinea,2001,10,31,9,2,4,7.0,Kimbe,Papua New Guinea,Great,Very Shallow,1995262314968882.8,unknown,5.912,Morning,Fall,0.21212121212121213,True
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,2001-10-19 03:28:00,0,6,unknown,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,"Kendari, Indonesia",Unknown,Indonesia,2001,10,19,3,4,4,7.5,Kendari,Indonesia,Severe,Very Shallow,1.1220184543019652e+16,unknown,4.102,Night,Fall,0.22727272727272727,True
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,2001-10-12 15:02:00,0,6,unknown,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,"Inarajan Village, Guam",Unknown,Guam,2001,10,12,15,4,4,7.0,Inarajan Village,Guam,Great,Very Shallow,1995262314968882.8,unknown,12.686,Afternoon,Fall,0.1891891891891892,True
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,2001-09-11 14:56:00,0,6,unknown,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,"Manokwari, Indonesia",Unknown,Indonesia,2001,9,11,14,1,3,6.5,Manokwari,Indonesia,Major,Very Shallow,354813389233576.06,unknown,0.578,Afternoon,Summer,0.19696969696969696,True
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,2001-07-28 07:32:00,6,6,unknown,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",North America,United States of America,2001,7,28,7,5,3,6.6,Kokhanok,Alaska,Great,Shallow,501187233627271.44,unknown,58.775,Morning,Summer,0.05007587253414263,False
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,2001-07-26 00:21:00,0,8,unknown,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,"Skýros, Greece",Europe,Greece,2001,7,26,0,3,3,6.5,Skýros,Greece,Major,Very Shallow,354813389233576.06,unknown,39.059,Night,Summer,0.65,True
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,2001-07-07 09:38:00,0,7,unknown,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,"Punta de Bombón, Peru",Unknown,Peru,2001,7,7,9,5,3,7.6,Punta de Bombón,Peru,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,17.543,Morning,Summer,0.2303030303030303,True
"M 6.6 - 31 km S of Achanizo, Peru",6.6,2001-07-05 13:53:00,0,7,unknown,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,"Achanizo, Peru",Unknown,Peru,2001,7,5,13,3,3,6.6,Achanizo,Peru,Great,Very Shallow,501187233627271.44,unknown,16.086,Afternoon,Summer,0.1064516129032258,False
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,2001-06-26 04:18:00,0,6,unknown,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,"Pacocha, Peru",Unknown,Peru,2001,6,26,4,1,2,6.7,Pacocha,Peru,Great,Very Shallow,707945784384140.2,unknown,17.745,Night,Spring,0.2791666666666667,True
"M 8.4 - 6 km SSW of Atico, Peru",8.4,2001-06-23 20:33:00,0,8,unknown,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,"Atico, Peru",Unknown,Peru,2001,6,23,20,5,2,8.4,Atico,Peru,Mega,Very Shallow,2.5118864315095923e+17,unknown,16.265,Evening,Spring,0.2545454545454546,True
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,2001-04-19 21:43:00,0,6,unknown,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,"Panguna, Papua New Guinea",Unknown,Solomon Islands,2001,4,19,21,3,2,6.7,Panguna,Papua New Guinea,Great,Very Shallow,707945784384140.2,unknown,7.41,Evening,Spring,0.3941176470588235,True
"M 6.8 - 16 km SSW of Kure, Japan",6.8,2001-03-24 06:27:00,0,7,unknown,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,"Kure, Japan",Asia,Japan,2001,3,24,6,5,1,6.8,Kure,Japan,Great,Very Shallow,1000000000000000.0,unknown,34.083,Night,Winter,0.136,False
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,2001-03-19 05:52:00,0,6,unknown,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,"Ambon, Indonesia",Unknown,Indonesia,2001,3,19,5,0,1,6.5,Ambon,Indonesia,Major,Very Shallow,354813389233576.06,unknown,4.029,Night,Winter,0.19696969696969696,True
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,2001-02-28 18:54:00,7,7,unknown,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,"Longbranch, Washington",North America,United States of America,2001,2,28,18,2,1,6.8,Longbranch,Washington,Great,Very Shallow,1000000000000000.0,unknown,47.149,Afternoon,Winter,0.13127919996911078,False
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,2001-02-24 07:23:00,0,7,unknown,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,"Ternate, Indonesia",Unknown,Indonesia,2001,2,24,7,5,1,7.1,Ternate,Indonesia,Severe,Very Shallow,2818382931264449.0,unknown,1.271,Morning,Winter,0.20285714285714285,True
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,2001-02-13 19:28:00,0,6,unknown,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,"Bengkulu, Indonesia",Unknown,Indonesia,2001,2,13,19,1,1,7.4,Bengkulu,Indonesia,Severe,Very Shallow,7943282347242854.0,unknown,4.68,Evening,Winter,0.20555555555555557,True
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,2001-02-13 14:22:00,0,8,unknown,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,"Cojutepeque, El Salvador",Unknown,El Salvador,2001,2,13,14,1,1,6.6,Cojutepeque,El Salvador,Great,Very Shallow,501187233627271.44,unknown,13.671,Afternoon,Winter,0.6599999999999999,True
"M 7.7 - 17 km NW of Bhach?u, India",7.7,2001-01-26 03:16:00,0,9,unknown,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,"Bhach?u, India",Asia,India,2001,1,26,3,4,1,7.7,Bhach?u,India,Catastrophic,Very Shallow,2.2387211385683468e+16,unknown,23.419,Night,Winter,0.48125,True
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,2001-01-16 13:25:00,0,6,unknown,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,"Bengkulu, Indonesia",Unknown,Indonesia,2001,1,16,13,1,1,6.9,Bengkulu,Indonesia,Great,Very Shallow,1412537544622761.2,unknown,4.022,Afternoon,Winter,0.24642857142857144,True
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,2001-01-13 17:33:00,0,8,unknown,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,"Puerto El Triunfo, El Salvador",Unknown,El Salvador,2001,1,13,17,5,1,7.7,Puerto El Triunfo,El Salvador,Catastrophic,Very Shallow,2.2387211385683468e+16,unknown,13.049,Afternoon,Winter,0.12833333333333333,False
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,2001-01-10 16:02:00,5,7,unknown,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,"Old Harbor, Alaska",North America,Alaska,2001,1,10,16,2,1,6.9,Old Harbor,Alaska,Great,Very Shallow,1412537544622761.2,unknown,56.7744,Afternoon,Winter,0.18956043956043958,True
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,2001-01-09 16:49:00,0,7,unknown,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,"Port-Olry, Vanuatu",Unknown,Vanuatu,2001,1,9,16,1,1,7.1,Port-Olry,Vanuatu,Severe,Shallow,2818382931264449.0,unknown,14.928,Afternoon,Winter,0.06893203883495146,False
"M 6.8 - Mindanao, Philippines",6.8,2001-01-01 08:54:00,0,5,unknown,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,"Mindanao, Philippines",Unknown,Philippines,2001,1,1,8,0,1,6.8,Mindanao,Philippines,Great,Very Shallow,1000000000000000.0,unknown,6.631,Morning,Winter,0.20606060606060606,True
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,2001-01-01 06:57:00,0,7,unknown,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,"Lukatan, Philippines",Unknown,Philippines,2001,1,1,6,0,1,7.5,Lukatan,Philippines,Severe,Very Shallow,1.1220184543019652e+16,unknown,6.898,Night,Winter,0.22727272727272727,True
"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,2000-12-06 22:57:00,0,7,unknown,0,650,us,401,0.0,0.0,mwc,31.0,-4.218,152.725,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,12,6,22,2,4,6.5,Kokopo,Papua New Guinea,Major,Very Shallow,354813389233576.06,unknown,4.218,Evening,Fall,0.20967741935483872,True
"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7.0,2000-12-06 17:11:00,0,7,unknown,0,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,"Balkanabat, Turkmenistan",Asia,Turkmenistan,2000,12,6,17,2,4,7.0,Balkanabat,Turkmenistan,Great,Very Shallow,1995262314968882.8,unknown,39.566,Afternoon,Fall,0.23333333333333334,True
"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,2000-11-25 18:10:00,0,6,unknown,0,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,"Badamdar, Azerbaijan",Asia,Azerbaijan,2000,11,25,18,5,4,6.5,Badamdar,Azerbaijan,Major,Very Shallow,354813389233576.06,unknown,40.167,Afternoon,Fall,0.19696969696969696,True
"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,2000-11-25 18:09:00,0,6,unknown,0,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,"Baku, Azerbaijan",Asia,Azerbaijan,2000,11,25,18,5,4,6.8,Baku,Azerbaijan,Great,Very Shallow,1000000000000000.0,unknown,40.245,Afternoon,Fall,0.1349206349206349,False
"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,2000-11-18 06:54:00,0,6,unknown,0,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,11,18,6,5,4,6.8,Kokopo,Papua New Guinea,Great,Very Shallow,1000000000000000.0,unknown,5.228,Night,Fall,0.20606060606060606,True
"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,2000-11-18 02:05:00,0,6,unknown,0,670,us,267,0.0,0.0,mwc,33.0,-5.097,153.181,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,11,18,2,5,4,6.6,Kokopo,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,5.097,Night,Fall,0.19999999999999998,True
"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,2000-11-17 21:01:00,0,7,unknown,0,936,us,346,0.0,0.0,mwc,33.0,-5.496,151.781,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,11,17,21,4,4,7.8,Kokopo,Papua New Guinea,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,5.496,Evening,Fall,0.23636363636363636,True
"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,2000-11-16 07:45:00,0,6,unknown,0,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,11,16,7,3,4,6.5,Kokopo,Papua New Guinea,Major,Very Shallow,354813389233576.06,unknown,4.827,Morning,Fall,0.19696969696969696,True
"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,2000-11-16 07:42:00,0,7,unknown,0,936,us,294,0.0,0.0,mwc,30.0,-5.233,153.102,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,11,16,7,3,4,7.8,Kokopo,Papua New Guinea,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,5.233,Morning,Fall,0.26,True
"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8.0,2000-11-16 04:54:00,0,7,unknown,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.169,"Rabaul, Papua New Guinea",Unknown,Papua New Guinea,2000,11,16,4,3,4,8.0,Rabaul,Papua New Guinea,Catastrophic,Very Shallow,6.309573444801943e+16,unknown,3.98,Night,Fall,0.24242424242424243,True
"M 6.5 - 10 km SW of Juradó, Colombia",6.5,2000-11-08 06:59:00,0,7,unknown,0,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,"Juradó, Colombia",Unknown,Colombia,2000,11,8,6,2,4,6.5,Juradó,Colombia,Major,Very Shallow,354813389233576.06,unknown,7.042,Night,Fall,0.38235294117647056,True
"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7.0,2000-10-29 08:37:00,0,7,unknown,0,754,us,60,0.0,0.0,mwc,50.0,-4.766,153.945,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2000,10,29,8,6,4,7.0,Kokopo,Papua New Guinea,Great,Very Shallow,1995262314968882.8,unknown,4.766,Morning,Fall,0.14,False
"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,2000-10-25 09:32:00,0,6,unknown,0,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,"Labuan, Indonesia",Unknown,Indonesia,2000,10,25,9,2,4,6.8,Labuan,Indonesia,Great,Very Shallow,1000000000000000.0,unknown,6.549,Morning,Fall,0.17894736842105263,True
"M 6.7 - 8 km ESE of Matsue, Japan",6.7,2000-10-06 04:30:00,0,8,unknown,0,691,us,390,0.0,0.0,mwc,10.0,35.456,133.134,"Matsue, Japan",Asia,Japan,2000,10,6,4,4,4,6.7,Matsue,Japan,Great,Very Shallow,707945784384140.2,unknown,35.456,Night,Fall,0.67,True
"M 7.0 - 29 km WNW of Luganville, Vanuatu",7.0,2000-10-04 16:58:00,0,7,unknown,0,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,"Luganville, Vanuatu",Unknown,Vanuatu,2000,10,4,16,2,4,7.0,Luganville,Vanuatu,Great,Very Shallow,1995262314968882.8,unknown,15.421,Afternoon,Fall,0.30434782608695654,True
"M 6.5 - 15 km W of Nkove, Tanzania",6.5,2000-10-02 02:25:00,0,6,unknown,0,650,us,415,0.0,0.0,mwb,34.0,-7.977,30.709,"Nkove, Tanzania",Africa,Tanzania,2000,10,2,2,0,4,6.5,Nkove,Tanzania,Major,Very Shallow,354813389233576.06,unknown,7.977,Night,Fall,0.19117647058823528,True
"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,2000-08-28 15:05:00,0,6,unknown,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.394,"Ambon, Indonesia",Unknown,Indonesia,2000,8,28,15,0,3,6.8,Ambon,Indonesia,Great,Very Shallow,1000000000000000.0,unknown,4.11,Afternoon,Summer,0.425,True
"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,2000-08-09 11:41:00,0,6,unknown,0,650,us,481,0.0,0.0,mwc,45.8,18.198,-102.48,"El Habillal, Mexico",North America,Mexico,2000,8,9,11,2,3,6.5,El Habillal,Mexico,Major,Very Shallow,354813389233576.06,unknown,18.198,Morning,Summer,0.14192139737991266,True
"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,2000-08-04 21:13:00,0,7,unknown,0,711,us,593,0.0,0.0,mwc,10.0,48.786,142.246,"Uglegorsk, Russia",Asia,Russia,2000,8,4,21,4,3,6.8,Uglegorsk,Russia,Great,Very Shallow,1000000000000000.0,unknown,48.786,Evening,Summer,0.6799999999999999,True
"M 6.6 - 161 km SSE of Lata, Solomon Islands",6.6,2000-08-03 01:09:00,0,6,unknown,0,670,us,218,0.0,0.0,mwc,33.0,-12.037,166.448,"Lata, Solomon Islands",Unknown,Solomon Islands,2000,8,3,1,3,3,6.6,Lata,Solomon Islands,Great,Very Shallow,501187233627271.44,unknown,12.037,Night,Summer,0.19999999999999998,True
"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,2000-07-30 12:25:00,0,7,unknown,0,650,us,428,0.0,0.0,mwc,10.0,33.901,139.376,"Shimoda, Japan",Unknown,Japan,2000,7,30,12,6,3,6.5,Shimoda,Japan,Major,Very Shallow,354813389233576.06,unknown,33.901,Morning,Summer,0.65,True
"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,2000-07-16 03:57:00,0,5,unknown,0,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,"Kandrian, Papua New Guinea",Unknown,Papua New Guinea,2000,7,16,3,6,3,6.6,Kandrian,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,7.747,Night,Summer,0.6599999999999999,True
"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,2000-07-11 01:32:00,0,6,unknown,0,650,ak,0,0.0,0.0,mw,42.9,57.3546,-154.198,"Larsen Bay, Alaska",North America,United States of America,2000,7,11,1,1,3,6.5,Larsen Bay,Alaska,Major,Very Shallow,354813389233576.06,unknown,57.3546,Night,Summer,0.15151515151515152,True
"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,2000-06-21 00:51:00,0,9,unknown,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,"Selfoss, Iceland",Unknown,Iceland,2000,6,21,0,2,2,6.5,Selfoss,Iceland,Major,Very Shallow,354813389233576.06,unknown,63.98,Night,Spring,0.65,True
M 7.9 - South Indian Ocean,7.9,2000-06-18 14:44:00,0,5,unknown,0,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,South Indian Ocean,Unknown,Unknown,2000,6,18,14,6,2,7.9,South Indian Ocean,,Catastrophic,Very Shallow,4.466835921509653e+16,unknown,13.802,Afternoon,Spring,0.79,True
"M 6.5 - 25 km E of Selfoss, Iceland",6.5,2000-06-17 15:40:00,0,8,unknown,0,650,us,406,0.0,0.0,mwc,10.0,63.966,-20.487,"Selfoss, Iceland",Unknown,Iceland,2000,6,17,15,5,2,6.5,Selfoss,Iceland,Major,Very Shallow,354813389233576.06,unknown,63.966,Afternoon,Spring,0.65,True
"M 6.7 - 98 km SSW of Bengkulu, Indonesia",6.7,2000-06-07 23:45:00,0,5,unknown,0,691,us,352,0.0,0.0,mwc,33.0,-4.612,101.905,"Bengkulu, Indonesia",Unknown,Indonesia,2000,6,7,23,2,2,6.7,Bengkulu,Indonesia,Great,Very Shallow,707945784384140.2,unknown,4.612,Evening,Spring,0.20303030303030303,True
"M 6.7 - 95 km S of Bengkulu, Indonesia",6.7,2000-06-04 16:39:00,0,5,unknown,0,691,us,147,0.0,0.0,mb,33.0,-4.646,102.102,"Bengkulu, Indonesia",Unknown,Indonesia,2000,6,4,16,6,2,6.7,Bengkulu,Indonesia,Great,Very Shallow,707945784384140.2,unknown,4.646,Afternoon,Spring,0.20303030303030303,True
"M 7.9 - 103 km S of Bengkulu, Indonesia",7.9,2000-06-04 16:28:00,0,8,unknown,0,960,us,379,0.0,0.0,mwc,33.0,-4.721,102.087,"Bengkulu, Indonesia",Unknown,Indonesia,2000,6,4,16,6,2,7.9,Bengkulu,Indonesia,Catastrophic,Very Shallow,4.466835921509653e+16,unknown,4.721,Afternoon,Spring,0.2393939393939394,True
"M 7.2 - 75 km N of San Antonio de los Cobres, Argentina",7.2,2000-05-12 18:43:00,0,5,unknown,0,798,us,0,0.0,0.0,mwc,225.0,-23.548,-66.452,"San Antonio de los Cobres, Argentina",South America,Argentina,2000,5,12,18,4,2,7.2,San Antonio de los Cobres,Argentina,Severe,Intermediate,3981071705534985.5,unknown,23.548,Afternoon,Spring,0.032,False
"M 7.6 - 89 km E of Luwuk, Indonesia",7.6,2000-05-04 04:21:00,0,7,unknown,0,889,us,0,0.0,0.0,mwc,26.0,-1.105,123.573,"Luwuk, Indonesia",Unknown,Indonesia,2000,5,4,4,3,2,7.6,Luwuk,Indonesia,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,1.105,Night,Spring,0.29230769230769227,True
"M 6.6 - 62 km SSW of Ialibu, Papua New Guinea",6.6,2000-03-03 22:22:00,0,8,unknown,0,670,us,0,0.0,0.0,mwc,10.0,-6.817,143.807,"Ialibu, Papua New Guinea",Unknown,Papua New Guinea,2000,3,3,22,4,1,6.6,Ialibu,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,6.817,Evening,Winter,0.6599999999999999,True
"M 6.6 - 87 km ESE of Kimbe, Papua New Guinea",6.6,2000-02-06 11:33:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,"Kimbe, Papua New Guinea",Unknown,Papua New Guinea,2000,2,6,11,6,1,6.6,Kimbe,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,5.844,Morning,Winter,0.19999999999999998,True
"M 6.8 - 84 km S of Shikotan, Russia",6.8,2000-01-28 14:21:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,61.1,43.046,146.837,"Shikotan, Russia",Unknown,Russia,2000,1,28,14,4,1,6.8,Shikotan,Russia,Great,Very Shallow,1000000000000000.0,unknown,43.046,Afternoon,Winter,0.11129296235679213,False
"M 7.2 - 117 km SSW of Hihifo, Tonga",7.2,2000-01-08 16:47:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,"Hihifo, Tonga",Unknown,Tonga,2000,1,8,16,5,1,7.2,Hihifo,Tonga,Severe,Intermediate,3981071705534985.5,unknown,16.925,Afternoon,Winter,0.03925845147219193,False
"M 6.9 - 50 km WSW of Lata, Solomon Islands",6.9,1999-12-29 13:29:00,0,6,unknown,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.354,"Lata, Solomon Islands",Unknown,Solomon Islands,1999,12,29,13,2,4,6.9,Lata,Solomon Islands,Great,Very Shallow,1412537544622761.2,unknown,10.86,Afternoon,Fall,0.2090909090909091,True
"M 6.5 - 59 km SSW of Labuan, Indonesia",6.5,1999-12-21 14:14:00,0,6,unknown,0,650,us,0,0.0,0.0,mwb,56.0,-6.845,105.555,"Labuan, Indonesia",Unknown,Indonesia,1999,12,21,14,1,4,6.5,Labuan,Indonesia,Major,Very Shallow,354813389233576.06,unknown,6.845,Afternoon,Fall,0.11607142857142858,False
"M 7.3 - 14 km WNW of Bolitoc, Philippines",7.3,1999-12-11 18:03:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,33.0,15.766,119.74,"Bolitoc, Philippines",Unknown,Philippines,1999,12,11,18,5,4,7.3,Bolitoc,Philippines,Severe,Very Shallow,5623413251903491.0,unknown,15.766,Afternoon,Fall,0.2212121212121212,True
"M 7.0 - 26 km SSE of Karluk, Alaska",7.0,1999-12-06 23:12:00,0,7,unknown,0,754,ak,0,0.0,0.0,mw,43.6,57.3424,-154.347,"Karluk, Alaska",North America,United States of America,1999,12,6,23,0,4,7.0,Karluk,Alaska,Great,Very Shallow,1995262314968882.8,unknown,57.3424,Evening,Fall,0.1605504587155963,True
"M 6.6 - 127 km ESE of Arica, Chile",6.6,1999-11-30 04:01:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,"Arica, Chile",South America,Chile,1999,11,30,4,1,4,6.6,Arica,Chile,Great,Shallow,501187233627271.44,unknown,18.901,Night,Fall,0.05152224824355972,False
"M 7.5 - 92 km ESE of Lakatoro, Vanuatu",7.5,1999-11-26 13:21:00,0,7,unknown,0,865,us,0,0.0,0.0,mwc,33.0,-16.423,168.214,"Lakatoro, Vanuatu",Unknown,Vanuatu,1999,11,26,13,4,4,7.5,Lakatoro,Vanuatu,Severe,Very Shallow,1.1220184543019652e+16,unknown,16.423,Afternoon,Fall,0.22727272727272727,True
"M 7.0 - 88 km W of Kandrian, Papua New Guinea",7.0,1999-11-19 13:56:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,"Kandrian, Papua New Guinea",Unknown,Papua New Guinea,1999,11,19,13,4,4,7.0,Kandrian,Papua New Guinea,Great,Very Shallow,1995262314968882.8,unknown,6.351,Afternoon,Fall,0.21212121212121213,True
"M 6.9 - 84 km WNW of Kandrian, Papua New Guinea",6.9,1999-11-17 03:27:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,47.5,-5.978,148.82,"Kandrian, Papua New Guinea",Unknown,Papua New Guinea,1999,11,17,3,2,4,6.9,Kandrian,Papua New Guinea,Great,Very Shallow,1412537544622761.2,unknown,5.978,Night,Fall,0.14526315789473684,True
"M 7.2 - 8 km S of Düzce, Turkey",7.2,1999-11-12 16:57:00,0,9,unknown,0,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,"Düzce, Turkey",Asia,Turkey,1999,11,12,16,4,4,7.2,Düzce,Turkey,Severe,Very Shallow,3981071705534985.5,unknown,40.758,Afternoon,Fall,0.72,True
